schedule_date,schedule_season,schedule_week,team_home,home_id,score_home,score_away,team_away,away_id,team_favorite,favorite_id,spread_favorite,over_under_line,winner,cover,over,stadium,weather_temperature,weather_wind_mph,weather_detail
10/26/2014,2014,8,Falcons,15,21,22,Lions,19,Lions,19,-3.5,45.5,19,0,0,Wembley Stadium,58,13,
10/26/2014,2014,8,Jaguars,17,13,27,Dolphins,13,Dolphins,13,-7,42,13,1,0,EverBank Field,81,0,
10/26/2014,2014,8,Jets,18,23,43,Bills,4,Jets,18,-3,40.5,4,0,1,MetLife Stadium,61,19,
10/26/2014,2014,8,Panthers,21,9,13,Seahawks,27,Seahawks,27,-6,45,27,0,0,Bank of America Stadium,81,11,
10/26/2014,2014,8,Patriots,22,51,23,Bears,2,Patriots,22,-6,52,22,1,1,Gillette Stadium,57,14,
10/26/2014,2014,8,Saints,26,44,23,Packers,20,Saints,26,-2,55.5,26,1,1,Louisiana Superdome,72,0,DOME
10/26/2014,2014,8,Steelers,28,51,34,Colts,11,Colts,11,-5,48.5,28,0,1,Heinz Field,56,7,
10/26/2014,2014,8,Titans,30,16,30,Texans,29,Texans,29,-3.5,43,29,1,1,Nissan Stadium,79,5,
10/27/2014,2014,8,Cowboys,12,17,20,Washington,32,Cowboys,12,-9.5,49,32,0,0,Cowboys Stadium,72,0,DOME
10/30/2014,2014,9,Panthers,21,10,28,Saints,26,Saints,26,-3,49,26,1,0,Bank of America Stadium,53,3,
11/02/2014,2014,9,49ers,1,10,13,Rams,24,49ers,1,-10.5,44,24,0,0,Levi's Stadium,64,10,
11/02/2014,2014,9,Bengals,3,33,23,Jaguars,17,Bengals,3,-10,43.5,3,0,1,Paul Brown Stadium,46,4,
11/02/2014,2014,9,Browns,6,22,17,Buccaneers,7,Browns,6,-7,44,6,0,0,FirstEnergy Stadium,42,8,
11/02/2014,2014,9,Chiefs,10,24,10,Jets,18,Chiefs,10,-9.5,41.5,10,1,0,Arrowhead Stadium,64,20,
11/02/2014,2014,9,Cowboys,12,17,28,Cardinals,8,Cowboys,12,-1.5,45,8,0,0,Cowboys Stadium,64,0,DOME
11/02/2014,2014,9,Dolphins,13,37,0,Chargers,9,Dolphins,13,-3,45,13,1,0,Sun Life Stadium,69,5,
11/02/2014,2014,9,Texans,29,21,31,Eagles,14,Eagles,14,-1.5,48.5,14,1,1,Reliant Stadium,71,8,DOME (Open Roof)
11/02/2014,2014,9,Patriots,22,43,21,Broncos,5,Broncos,5,-3,53,22,0,1,Gillette Stadium,41,18,
11/02/2014,2014,9,Seahawks,27,30,24,Raiders,23,Seahawks,27,-13.5,44,27,0,1,CenturyLink Field,56,7,Rain
11/02/2014,2014,9,Steelers,28,43,23,Ravens,25,Steelers,28,-2.5,48,28,1,1,Heinz Field,37,5,
11/02/2014,2014,9,Vikings,31,29,26,Washington,32,Washington,32,-1,44,31,0,1,TCF Bank Stadium,54,12,
11/03/2014,2014,9,Giants,16,24,40,Colts,11,Colts,11,-3,51.5,11,1,1,MetLife Stadium,53,8,
11/06/2014,2014,10,Bengals,3,3,24,Browns,6,Bengals,3,-6.5,46,6,0,0,Paul Brown Stadium,43,0,
11/09/2014,2014,10,Bills,4,13,17,Chiefs,10,Bills,4,-2,42,10,0,0,Ralph Wilson Stadium,41,11,Rain
11/09/2014,2014,10,Buccaneers,7,17,27,Falcons,15,Falcons,15,-3.5,47,15,1,0,Raymond James Stadium,66,5,
11/09/2014,2014,10,Cardinals,8,31,14,Rams,24,Cardinals,8,-7,43.5,8,1,1,University of Phoenix Stadium,72,0,DOME
11/09/2014,2014,10,Jaguars,17,17,31,Cowboys,12,Cowboys,12,-7.5,45,12,1,1,Wembley Stadium,50,3,Rain
11/09/2014,2014,10,Jets,18,20,13,Steelers,28,Steelers,28,-4.5,47,18,0,0,MetLife Stadium,57,9,
11/09/2014,2014,10,Lions,19,20,16,Dolphins,13,Lions,19,-3,43,19,1,0,Ford Field,72,0,DOME
11/09/2014,2014,10,Packers,20,55,14,Bears,2,Packers,20,-9.5,54,20,1,1,Lambeau Field,32,6,
11/09/2014,2014,10,Raiders,23,17,41,Broncos,5,Broncos,5,-13,51,5,1,1,Oakland Coliseum,69,7,
11/09/2014,2014,10,Ravens,25,21,7,Titans,30,Ravens,25,-10.5,44,25,1,0,M&T Bank Stadium,57,0,
11/09/2014,2014,10,Saints,26,24,27,49ers,1,Saints,26,-6,49.5,1,0,1,Louisiana Superdome,72,0,DOME
11/09/2014,2014,10,Seahawks,27,38,17,Giants,16,Seahawks,27,-9,45,27,1,1,CenturyLink Field,56,0,Rain
11/10/2014,2014,10,Eagles,14,45,21,Panthers,21,Eagles,14,-7,48.5,14,1,1,Lincoln Financial Field,49,0,
11/13/2014,2014,11,Dolphins,13,22,9,Bills,4,Dolphins,13,-4,41,13,1,0,Sun Life Stadium,71,0,
11/16/2014,2014,11,Bears,2,21,13,Vikings,31,Bears,2,-2.5,46.5,2,1,0,Soldier Field,32,10,Snow
11/16/2014,2014,11,Browns,6,7,23,Texans,29,Browns,6,-4.5,42,29,0,0,FirstEnergy Stadium,34,7,
11/16/2014,2014,11,Cardinals,8,14,6,Lions,19,Lions,19,-1,41.5,8,0,0,University of Phoenix Stadium,72,0,DOME
11/16/2014,2014,11,Chargers,9,13,6,Raiders,23,Chargers,9,-10.5,45.5,9,0,0,Qualcomm Stadium,71,7,
11/16/2014,2014,11,Chiefs,10,24,20,Seahawks,27,Seahawks,27,-1,43.5,10,0,1,Arrowhead Stadium,21,10,
11/16/2014,2014,11,Colts,11,20,42,Patriots,22,Colts,11,-3,59,22,0,1,Lucas Oil Stadium,72,0,DOME
11/16/2014,2014,11,Giants,16,10,16,49ers,1,49ers,1,-4,45,1,1,0,MetLife Stadium,43,4,
11/16/2014,2014,11,Packers,20,53,20,Eagles,14,Packers,20,-4.5,55.5,20,1,1,Lambeau Field,27,9,
11/16/2014,2014,11,Panthers,21,17,19,Falcons,15,Falcons,15,-2.5,47,15,0,0,Bank of America Stadium,52,3,
11/16/2014,2014,11,Rams,24,22,7,Broncos,5,Broncos,5,-8,50,24,0,0,Edward Jones Dome,72,0,DOME
11/16/2014,2014,11,Saints,26,10,27,Bengals,3,Saints,26,-8.5,51.5,3,0,0,Louisiana Superdome,72,0,DOME
11/16/2014,2014,11,Washington,32,7,27,Buccaneers,7,Washington,32,-6.5,46,7,0,0,FedEx Field,46,7,
11/17/2014,2014,11,Titans,30,24,27,Steelers,28,Steelers,28,-7,46,28,0,1,Nissan Stadium,25,0,
11/20/2014,2014,12,Raiders,23,24,20,Chiefs,10,Chiefs,10,-7.5,42,23,0,1,Oakland Coliseum,55,11,Rain | Fog
11/23/2014,2014,12,49ers,1,17,13,Washington,32,49ers,1,-9,44,1,0,0,Levi's Stadium,63,4,
11/23/2014,2014,12,Bears,2,21,13,Buccaneers,7,Bears,2,-4,46.5,2,1,0,Soldier Field,53,10,Rain
11/23/2014,2014,12,Broncos,5,39,36,Dolphins,13,Broncos,5,-6.5,47.5,5,0,1,Sports Authority Field at Mile High,36,7,Rain
11/23/2014,2014,12,Chargers,9,27,24,Rams,24,Chargers,9,-4,43.5,9,0,1,Qualcomm Stadium,72,3,
11/23/2014,2014,12,Colts,11,23,3,Jaguars,17,Colts,11,-13,49.5,11,1,0,Lucas Oil Stadium,72,0,DOME
11/23/2014,2014,12,Eagles,14,43,24,Titans,30,Eagles,14,-11,49,14,1,1,Lincoln Financial Field,53,6,
11/23/2014,2014,12,Falcons,15,24,26,Browns,6,Falcons,15,-3,48.5,6,0,1,Georgia Dome,72,0,DOME
11/23/2014,2014,12,Giants,16,28,31,Cowboys,12,Cowboys,12,-4,49,12,0,1,MetLife Stadium,48,0,
11/23/2014,2014,12,Texans,29,13,22,Bengals,3,Texans,29,-3,44.5,3,0,0,Reliant Stadium,76,14,DOME (Open Roof)
11/23/2014,2014,12,Patriots,22,34,9,Lions,19,Patriots,22,-7.5,47.5,22,1,0,Gillette Stadium,61,6,
11/23/2014,2014,12,Seahawks,27,19,3,Cardinals,8,Seahawks,27,-7.5,41.5,27,1,0,CenturyLink Field,57,6,
11/23/2014,2014,12,Vikings,31,21,24,Packers,20,Packers,20,-7.5,49.5,20,0,0,TCF Bank Stadium,46,6,Fog
11/24/2014,2014,12,Bills,4,38,3,Jets,18,Bills,4,-2.5,42.5,4,1,0,Ford Field,72,0,DOME
11/24/2014,2014,12,Saints,26,27,34,Ravens,25,Saints,26,-2.5,50.5,25,0,1,Louisiana Superdome,72,0,DOME
11/27/2014,2014,13,49ers,1,3,19,Seahawks,27,49ers,1,-1,40.5,27,0,0,Levi's Stadium,58,0,
11/27/2014,2014,13,Cowboys,12,10,33,Eagles,14,Cowboys,12,-3,57,14,0,0,Cowboys Stadium,57,0,DOME
11/27/2014,2014,13,Lions,19,34,17,Bears,2,Lions,19,-7.5,46,19,1,1,Ford Field,72,0,DOME
11/30/2014,2014,13,Bills,4,26,10,Browns,6,Bills,4,-3,42,4,1,0,Ralph Wilson Stadium,57,11,
11/30/2014,2014,13,Buccaneers,7,13,14,Bengals,3,Bengals,3,-6,43.5,3,0,0,Raymond James Stadium,76,7,
11/30/2014,2014,13,Chiefs,10,16,29,Broncos,5,Chiefs,10,-1,49.5,5,0,0,Arrowhead Stadium,25,12,
11/30/2014,2014,13,Colts,11,49,27,Washington,32,Colts,11,-7.5,49,11,1,1,Lucas Oil Stadium,72,0,DOME
11/30/2014,2014,13,Falcons,15,29,18,Cardinals,8,Cardinals,8,-1.5,45,15,0,1,Georgia Dome,72,0,DOME
11/30/2014,2014,13,Texans,29,45,21,Titans,30,Texans,29,-7,42.5,29,1,1,Reliant Stadium,78,10,DOME (Open Roof)
11/30/2014,2014,13,Jaguars,17,25,24,Giants,16,Giants,16,-3,44,17,0,1,EverBank Field,72,7,
11/30/2014,2014,13,Packers,20,26,21,Patriots,22,Packers,20,-3,58,20,1,0,Lambeau Field,23,7,
11/30/2014,2014,13,Rams,24,52,0,Raiders,23,Rams,24,-6.5,43,24,1,1,Edward Jones Dome,72,0,DOME
11/30/2014,2014,13,Ravens,25,33,34,Chargers,9,Ravens,25,-6.5,46,9,0,1,M&T Bank Stadium,58,0,
11/30/2014,2014,13,Steelers,28,32,35,Saints,26,Steelers,28,-3.5,54.5,26,0,1,Heinz Field,61,12,
11/30/2014,2014,13,Vikings,31,31,13,Panthers,21,Vikings,31,-2.5,41.5,31,1,1,TCF Bank Stadium,15,15,
12/01/2014,2014,13,Jets,18,13,16,Dolphins,13,Dolphins,13,-6.5,41.5,13,0,0,MetLife Stadium,43,9,
12/04/2014,2014,14,Bears,2,28,41,Cowboys,12,Cowboys,12,-3.5,50,12,1,1,Soldier Field,34,6,
12/07/2014,2014,14,Bengals,3,21,42,Steelers,28,Bengals,3,-3,47.5,28,0,1,Paul Brown Stadium,42,3,
12/07/2014,2014,14,Broncos,5,24,17,Bills,4,Broncos,5,-9,47,5,0,0,Sports Authority Field at Mile High,55,3,
12/07/2014,2014,14,Browns,6,24,25,Colts,11,Colts,11,-3,50,11,0,0,FirstEnergy Stadium,38,11,
12/07/2014,2014,14,Cardinals,8,17,14,Chiefs,10,Chiefs,10,-2.5,41,8,0,0,University of Phoenix Stadium,72,0,DOME
12/07/2014,2014,14,Chargers,9,14,23,Patriots,22,Patriots,22,-4,54,22,1,0,Qualcomm Stadium,64,2,
12/07/2014,2014,14,Dolphins,13,13,28,Ravens,25,Dolphins,13,-3,45,25,0,0,Sun Life Stadium,77,12,
12/07/2014,2014,14,Eagles,14,14,24,Seahawks,27,Seahawks,27,-1.5,48,27,1,0,Lincoln Financial Field,39,6,
12/07/2014,2014,14,Jaguars,17,13,27,Texans,29,Texans,29,-6.5,42,29,1,0,EverBank Field,58,9,
12/07/2014,2014,14,Lions,19,34,17,Buccaneers,7,Lions,19,-10.5,42,19,1,1,Ford Field,72,0,DOME
12/07/2014,2014,14,Raiders,23,24,13,49ers,1,49ers,1,-8,40.5,23,0,0,Oakland Coliseum,61,2,
12/07/2014,2014,14,Saints,26,10,41,Panthers,21,Saints,26,-8.5,50.5,21,0,1,Louisiana Superdome,72,0,DOME
12/07/2014,2014,14,Titans,30,7,36,Giants,16,Giants,16,-3,46.5,16,1,0,Nissan Stadium,47,7,
12/07/2014,2014,14,Vikings,31,30,24,Jets,18,Vikings,31,-4.5,40,31,1,1,TCF Bank Stadium,34,11,
12/07/2014,2014,14,Washington,32,0,24,Rams,24,Rams,24,-2.5,44.5,24,1,0,FedEx Field,46,10,
12/08/2014,2014,14,Packers,20,43,37,Falcons,15,Packers,20,-13.5,55,20,0,1,Lambeau Field,32,4,
12/11/2014,2014,15,Rams,24,6,12,Cardinals,8,Rams,24,-6,40.5,8,0,0,Edward Jones Dome,72,0,DOME
12/14/2014,2014,15,Bills,4,21,13,Packers,20,Packers,20,-3.5,50,4,0,0,Ralph Wilson Stadium,34,9,
12/14/2014,2014,15,Browns,6,0,30,Bengals,3,Browns,6,-2.5,43.5,3,0,0,FirstEnergy Stadium,45,5,
12/14/2014,2014,15,Chargers,9,10,22,Broncos,5,Broncos,5,-4,49.5,5,1,0,Qualcomm Stadium,62,5,
12/14/2014,2014,15,Chiefs,10,31,13,Raiders,23,Chiefs,10,-11,41.5,10,1,1,Arrowhead Stadium,60,10,
12/14/2014,2014,15,Colts,11,17,10,Texans,29,Colts,11,-7,49,11,0,0,Lucas Oil Stadium,72,0,DOME
12/14/2014,2014,15,Eagles,14,27,38,Cowboys,12,Eagles,14,-3.5,55,12,0,1,Lincoln Financial Field,42,6,
12/14/2014,2014,15,Falcons,15,20,27,Steelers,28,Steelers,28,-3,55.5,28,1,0,Georgia Dome,72,0,DOME
12/14/2014,2014,15,Giants,16,24,13,Washington,32,Giants,16,-7,46.5,16,1,0,MetLife Stadium,43,7,
12/14/2014,2014,15,Lions,19,16,14,Vikings,31,Lions,19,-8,42,19,0,0,Ford Field,72,0,DOME
12/14/2014,2014,15,Panthers,21,19,17,Buccaneers,7,Panthers,21,-3.5,41.5,21,0,0,Bank of America Stadium,58,2,
12/14/2014,2014,15,Patriots,22,41,13,Dolphins,13,Patriots,22,-9.5,48,22,1,1,Gillette Stadium,43,5,
12/14/2014,2014,15,Ravens,25,20,12,Jaguars,17,Ravens,25,-14,44.5,25,0,0,M&T Bank Stadium,49,7,
12/14/2014,2014,15,Seahawks,27,17,7,49ers,1,Seahawks,27,-10,38.5,27,0,0,CenturyLink Field,49,2,
12/14/2014,2014,15,Titans,30,11,16,Jets,18,Jets,18,-3.5,41.5,18,1,0,Nissan Stadium,49,1,
12/15/2014,2014,15,Bears,2,15,31,Saints,26,Saints,26,-3,53.5,26,1,0,Soldier Field,42,6,
12/18/2014,2014,16,Jaguars,17,21,13,Titans,30,Jaguars,17,-4,39,17,1,0,EverBank Field,54,3,
12/20/2014,2014,16,49ers,1,35,38,Chargers,9,49ers,1,-2,40.5,9,0,1,Levi's Stadium,58,1,
12/20/2014,2014,16,Washington,32,27,24,Eagles,14,Eagles,14,-7,51,32,0,0,FedEx Field,35,1,
12/21/2014,2014,16,Bears,2,14,20,Lions,19,Lions,19,-10,44.5,19,0,0,Soldier Field,36,7,
12/21/2014,2014,16,Buccaneers,7,3,20,Packers,20,Packers,20,-11.5,49,20,1,0,Raymond James Stadium,76,4,
12/21/2014,2014,16,Cardinals,8,6,35,Seahawks,27,Seahawks,27,-9.5,36.5,27,1,1,University of Phoenix Stadium,72,0,DOME
12/21/2014,2014,16,Cowboys,12,42,7,Colts,11,Cowboys,12,-3.5,53.5,12,1,0,Cowboys Stadium,51,9,DOME
12/21/2014,2014,16,Dolphins,13,37,35,Vikings,31,Dolphins,13,-4.5,42.5,13,0,1,Sun Life Stadium,78,7,
12/21/2014,2014,16,Texans,29,25,13,Ravens,25,Ravens,25,-6,41.5,29,0,0,Reliant Stadium,58,2,DOME (Open Roof)
12/21/2014,2014,16,Jets,18,16,17,Patriots,22,Patriots,22,-10,47,22,0,0,MetLife Stadium,35,4,
12/21/2014,2014,16,Panthers,21,17,13,Browns,6,Panthers,21,-6,40,21,0,0,Bank of America Stadium,50,4,
12/21/2014,2014,16,Raiders,23,26,24,Bills,4,Bills,4,-7,41.5,23,0,1,Oakland Coliseum,62,6,
12/21/2014,2014,16,Rams,24,27,37,Giants,16,Rams,24,-7,43.5,16,0,1,Edward Jones Dome,72,0,DOME
12/21/2014,2014,16,Saints,26,14,30,Falcons,15,Saints,26,-6,56,15,0,0,Louisiana Superdome,72,0,DOME
12/21/2014,2014,16,Steelers,28,20,12,Chiefs,10,Steelers,28,-2.5,49.5,28,1,0,Heinz Field,34,0,
12/22/2014,2014,16,Bengals,3,37,28,Broncos,5,Broncos,5,-3.5,47.5,3,0,1,Paul Brown Stadium,46,7,
12/28/2014,2014,17,49ers,1,20,17,Cardinals,8,49ers,1,-6,37.5,1,0,0,Levi's Stadium,56,5,
12/28/2014,2014,17,Broncos,5,47,14,Raiders,23,Broncos,5,-16.5,48.5,5,1,1,Sports Authority Field at Mile High,33,0,
12/28/2014,2014,17,Buccaneers,7,20,23,Saints,26,Saints,26,-6,46.5,26,0,0,Raymond James Stadium,77,7,
12/28/2014,2014,17,Chiefs,10,19,7,Chargers,9,Chiefs,10,-3,42,10,1,0,Arrowhead Stadium,37,5,
12/28/2014,2014,17,Dolphins,13,24,37,Jets,18,Dolphins,13,-7,41,18,0,1,Sun Life Stadium,80,7,
12/28/2014,2014,17,Falcons,15,3,34,Panthers,21,Falcons,15,-2.5,48,21,0,0,Georgia Dome,72,0,DOME
12/28/2014,2014,17,Giants,16,26,34,Eagles,14,Eagles,14,-1,52,14,1,1,MetLife Stadium,51,6,
12/28/2014,2014,17,Texans,29,23,17,Jaguars,17,Texans,29,-8.5,38.5,29,0,1,Reliant Stadium,43,8,DOME (Open Roof)
12/28/2014,2014,17,Packers,20,30,20,Lions,19,Packers,20,-9,47,20,1,1,Lambeau Field,25,6,
12/28/2014,2014,17,Patriots,22,9,17,Bills,4,Patriots,22,-4.5,43.5,4,0,0,Gillette Stadium,49,8,
12/28/2014,2014,17,Ravens,25,20,10,Browns,6,Ravens,25,-14,40,25,0,0,M&T Bank Stadium,56,3,
12/28/2014,2014,17,Seahawks,27,20,6,Rams,24,Seahawks,27,-11,41.5,27,1,0,CenturyLink Field,43,1,
12/28/2014,2014,17,Steelers,28,27,17,Bengals,3,Steelers,28,-3,48.5,28,1,0,Heinz Field,35,1,
12/28/2014,2014,17,Titans,30,10,27,Colts,11,Colts,11,-7.5,46.5,11,1,0,Nissan Stadium,41,5,
12/28/2014,2014,17,Vikings,31,13,9,Bears,2,Vikings,31,-7,47.5,31,0,0,TCF Bank Stadium,22,4,
12/28/2014,2014,17,Washington,32,17,44,Cowboys,12,Cowboys,12,-6,47.5,12,1,1,FedEx Field,57,4,
01/03/2016,2015,17,49ers,1,19,16,Rams,24,Rams,24,-3,38.5,1,0,0,Levi's Stadium,57,0,
01/03/2016,2015,17,Bears,2,20,24,Lions,19,Lions,19,-2.5,45,19,1,0,Soldier Field,30,10,
01/03/2016,2015,17,Bengals,3,24,16,Ravens,25,Bengals,3,-9.5,41,3,0,0,Paul Brown Stadium,33,5,
01/03/2016,2015,17,Bills,4,22,17,Jets,18,Jets,18,-3,41,4,0,0,Ralph Wilson Stadium,30,10,
01/03/2016,2015,17,Broncos,5,27,20,Chargers,9,Broncos,5,-10,42,5,0,1,Sports Authority Field at Mile High,44,0,
01/03/2016,2015,17,Browns,6,12,28,Steelers,28,Steelers,28,-13,47,28,1,0,FirstEnergy Stadium,34,12,
01/03/2016,2015,17,Cardinals,8,6,36,Seahawks,27,Cardinals,8,-6,47,27,0,0,University of Phoenix Stadium,72,0,DOME
01/03/2016,2015,17,Chiefs,10,23,17,Raiders,23,Chiefs,10,-6.5,43.5,10,0,0,Arrowhead Stadium,32,7,
01/03/2016,2015,17,Colts,11,30,24,Titans,30,Colts,11,-4,39,11,1,1,Lucas Oil Stadium,72,0,DOME
01/03/2016,2015,17,Cowboys,12,23,34,Washington,32,Cowboys,12,-3,41,32,0,1,Cowboys Stadium,54,4,DOME
01/03/2016,2015,17,Dolphins,13,20,10,Patriots,22,Patriots,22,-10,46.5,13,0,0,Sun Life Stadium,78,4,
01/03/2016,2015,17,Falcons,15,17,20,Saints,26,Falcons,15,-6,53.5,26,0,0,Georgia Dome,72,0,DOME
01/03/2016,2015,17,Giants,16,30,35,Eagles,14,Giants,16,-3.5,51,14,0,1,MetLife Stadium,44,10,
01/03/2016,2015,17,Texans,29,30,6,Jaguars,17,Texans,29,-6,45,29,1,0,Reliant Stadium,56,4,DOME (Open Roof)
01/03/2016,2015,17,Packers,20,13,20,Vikings,31,Packers,20,-3,44,31,0,0,Lambeau Field,23,5,
01/03/2016,2015,17,Panthers,21,38,10,Buccaneers,7,Panthers,21,-10,45,21,1,1,Bank of America Stadium,48,5,
09/10/2015,2015,1,Patriots,22,28,21,Steelers,28,Patriots,22,-7,51,22,0,0,Gillette Stadium,64,9,Rain
09/13/2015,2015,1,Bears,2,23,31,Packers,20,Packers,20,-6.5,48.5,20,1,1,Soldier Field,68,4,
09/13/2015,2015,1,Bills,4,27,14,Colts,11,Colts,11,-1,44.5,4,0,0,Ralph Wilson Stadium,53,7,
09/13/2015,2015,1,Broncos,5,19,13,Ravens,25,Broncos,5,-4.5,46.5,5,1,0,Sports Authority Field at Mile High,86,5,
09/13/2015,2015,1,Buccaneers,7,14,42,Titans,30,Buccaneers,7,-3,40.5,30,0,1,Raymond James Stadium,81,6,
09/13/2015,2015,1,Cardinals,8,31,19,Saints,26,Cardinals,8,-2.5,48.5,8,1,1,University of Phoenix Stadium,72,0,DOME
09/13/2015,2015,1,Chargers,9,33,28,Lions,19,Chargers,9,-3.5,45.5,9,1,1,Qualcomm Stadium,82,8,
09/13/2015,2015,1,Cowboys,12,27,26,Giants,16,Cowboys,12,-7,52.5,12,0,1,Cowboys Stadium,72,0,DOME
09/13/2015,2015,1,Texans,29,20,27,Chiefs,10,Chiefs,10,-1,40.5,10,1,1,Reliant Stadium,83,8,DOME (Open Roof)
09/13/2015,2015,1,Jaguars,17,9,20,Panthers,21,Panthers,21,-3,41,21,1,0,EverBank Field,81,1,
09/13/2015,2015,1,Jets,18,31,10,Browns,6,Jets,18,-3.5,38.5,18,1,1,MetLife Stadium,76,7,
09/13/2015,2015,1,Raiders,23,13,33,Bengals,3,Raiders,23,-3,43,3,0,1,Oakland Coliseum,75,9,
09/13/2015,2015,1,Rams,24,34,31,Seahawks,27,Seahawks,27,-3.5,41,24,0,1,Edward Jones Dome,72,0,DOME
09/13/2015,2015,1,Washington,32,10,17,Dolphins,13,Dolphins,13,-4,45.5,13,1,0,FedEx Field,71,11,
09/14/2015,2015,1,49ers,1,20,3,Vikings,31,Vikings,31,-2.5,42.5,1,0,0,Levi's Stadium,64,4,
09/14/2015,2015,1,Falcons,15,26,24,Eagles,14,Eagles,14,-3,56,15,0,0,Georgia Dome,72,0,DOME
09/17/2015,2015,2,Chiefs,10,24,31,Broncos,5,Chiefs,10,-3,42,5,0,1,Arrowhead Stadium,80,8,
09/20/2015,2015,2,Bears,2,23,48,Cardinals,8,Cardinals,8,-2,46,8,1,1,Soldier Field,69,3,
09/20/2015,2015,2,Bengals,3,24,19,Chargers,9,Bengals,3,-3.5,48,3,1,0,Paul Brown Stadium,73,6,
09/20/2015,2015,2,Bills,4,32,40,Patriots,22,Bills,4,-1,44.5,22,0,1,Ralph Wilson Stadium,62,4,
09/20/2015,2015,2,Browns,6,28,14,Titans,30,Titans,30,-1,41,6,0,1,FirstEnergy Stadium,66,11,
09/20/2015,2015,2,Eagles,14,10,20,Cowboys,12,Eagles,14,-6.5,54,12,0,0,Lincoln Financial Field,74,7,
09/20/2015,2015,2,Giants,16,20,24,Falcons,15,Giants,16,-2,50,15,0,0,MetLife Stadium,77,7,
09/20/2015,2015,2,Jaguars,17,23,20,Dolphins,13,Dolphins,13,-6,42,17,0,1,EverBank Field,83,5,
09/20/2015,2015,2,Packers,20,27,17,Seahawks,27,Packers,20,-3,49.5,20,1,0,Lambeau Field,54,6,
09/20/2015,2015,2,Panthers,21,24,17,Texans,29,Panthers,21,-3,41,21,1,0,Bank of America Stadium,88,2,
09/20/2015,2015,2,Raiders,23,37,33,Ravens,25,Ravens,25,-6,42,23,0,1,Oakland Coliseum,89,7,
09/20/2015,2015,2,Saints,26,19,26,Buccaneers,7,Saints,26,-9,47,7,0,0,Louisiana Superdome,72,0,DOME
09/20/2015,2015,2,Steelers,28,43,18,49ers,1,Steelers,28,-6,46,28,1,1,Heinz Field,69,2,
09/20/2015,2015,2,Vikings,31,26,16,Lions,19,Vikings,31,-2.5,44,31,1,0,TCF Bank Stadium,70,12,
09/20/2015,2015,2,Washington,32,24,10,Rams,24,Rams,24,-3,41,32,0,0,FedEx Field,75,6,
09/21/2015,2015,2,Colts,11,7,20,Jets,18,Colts,11,-6,46,18,0,0,Lucas Oil Stadium,72,0,DOME
09/24/2015,2015,3,Giants,16,32,21,Washington,32,Giants,16,-3,45,16,1,1,MetLife Stadium,66,2,
09/27/2015,2015,3,Browns,6,20,27,Raiders,23,Browns,6,-3.5,44,23,0,1,FirstEnergy Stadium,75,10,
09/27/2015,2015,3,Cardinals,8,47,7,49ers,1,Cardinals,8,-7,45,8,1,1,University of Phoenix Stadium,72,0,DOME
09/27/2015,2015,3,Cowboys,12,28,39,Falcons,15,PICK,0,0,43.5,15,0,1,Cowboys Stadium,72,0,DOME
09/27/2015,2015,3,Dolphins,13,14,41,Bills,4,Dolphins,13,-1,43.5,4,0,1,Sun Life Stadium,80,0,
09/27/2015,2015,3,Texans,29,19,9,Buccaneers,7,Texans,29,-6,41,29,1,0,Reliant Stadium,75,8,DOME (Open Roof)
09/27/2015,2015,3,Jets,18,17,24,Eagles,14,Jets,18,-3,47,14,0,0,MetLife Stadium,70,5,
09/27/2015,2015,3,Lions,19,12,24,Broncos,5,Broncos,5,-3,45,5,1,0,Ford Field,72,0,DOME
09/27/2015,2015,3,Panthers,21,27,22,Saints,26,Panthers,21,-9.5,43,21,0,1,Bank of America Stadium,67,8,
09/27/2015,2015,3,Patriots,22,51,17,Jaguars,17,Patriots,22,-14,49,22,1,1,Gillette Stadium,70,3,
09/27/2015,2015,3,Rams,24,6,12,Steelers,28,Rams,24,-1,48.5,28,0,0,Edward Jones Dome,72,0,DOME
09/27/2015,2015,3,Ravens,25,24,28,Bengals,3,Ravens,25,-1.5,45.5,3,0,1,M&T Bank Stadium,73,8,
09/27/2015,2015,3,Seahawks,27,26,0,Bears,2,Seahawks,27,-16.5,43.5,27,1,0,CenturyLink Field,62,7,
09/27/2015,2015,3,Titans,30,33,35,Colts,11,Colts,11,-3.5,46.5,11,0,1,Nissan Stadium,77,4,
09/27/2015,2015,3,Vikings,31,31,14,Chargers,9,Vikings,31,-2,45.5,31,1,0,TCF Bank Stadium,80,13,
09/28/2015,2015,3,Packers,20,38,28,Chiefs,10,Packers,20,-5.5,47.5,20,1,1,Lambeau Field,62,3,
10/01/2015,2015,4,Steelers,28,20,23,Ravens,25,Ravens,25,-3,44,25,0,0,Heinz Field,54,7,
10/04/2015,2015,4,49ers,1,3,17,Packers,20,Packers,20,-7.5,48,20,1,0,Levi's Stadium,76,6,
10/04/2015,2015,4,Bears,2,22,20,Raiders,23,Raiders,23,-3,44.5,2,0,0,Soldier Field,56,8,
10/04/2015,2015,4,Bengals,3,36,21,Chiefs,10,Bengals,3,-3.5,45,3,1,1,Paul Brown Stadium,73,8,
10/04/2015,2015,4,Bills,4,10,24,Giants,16,Bills,4,-6,46.5,16,0,0,Ralph Wilson Stadium,60,4,
